ensembl_transcript_id_version	ensembl_gene_id
ENSRNOT00000093232.2	ENSRNOG00000012681
ENSRNOT00000117538.1	ENSRNOG00000066008
ENSRNOT00000110556.1	ENSRNOG00000066008
ENSRNOT00000106375.1	ENSRNOG00000066008
ENSRNOT00000105483.1	ENSRNOG00000066008
ENSRNOT00000094323.1	ENSRNOG00000066008
ENSRNOT00000110646.1	ENSRNOG00000066008
ENSRNOT00000117408.1	ENSRNOG00000066008
ENSRNOT00000083744.2	ENSRNOG00000060816
ENSRNOT00000096736.1	ENSRNOG00000062319
ENSRNOT00000014767.6	ENSRNOG00000010963
ENSRNOT00000081773.2	ENSRNOG00000059404
ENSRNOT00000091283.2	ENSRNOG00000016486
ENSRNOT00000022676.7	ENSRNOG00000016486
ENSRNOT00000099256.1	ENSRNOG00000016486
ENSRNOT00000013242.6	ENSRNOG00000009965
ENSRNOT00000061236.4	ENSRNOG00000003019
ENSRNOT00000118527.1	ENSRNOG00000003019
ENSRNOT00000079569.2	ENSRNOG00000056979
ENSRNOT00000103649.1	ENSRNOG00000069090
ENSRNOT00000084652.2	ENSRNOG00000053152
ENSRNOT00000084272.2	ENSRNOG00000057499
ENSRNOT00000072737.2	ENSRNOG00000045532
ENSRNOT00000046807.5	ENSRNOG00000019477
ENSRNOT00000113723.1	ENSRNOG00000019477
ENSRNOT00000002678.9	ENSRNOG00000001956
ENSRNOT00000099511.1	ENSRNOG00000001956
ENSRNOT00000094530.1	ENSRNOG00000001956
ENSRNOT00000042673.4	ENSRNOG00000025251
ENSRNOT00000003965.5	ENSRNOG00000002840
ENSRNOT00000113977.1	ENSRNOG00000066343
ENSRNOT00000103277.1	ENSRNOG00000009080
ENSRNOT00000012101.7	ENSRNOG00000009080
ENSRNOT00000116517.1	ENSRNOG00000009080
ENSRNOT00000093857.1	ENSRNOG00000009080
ENSRNOT00000115297.1	ENSRNOG00000069639
ENSRNOT00000104517.1	ENSRNOG00000067023
ENSRNOT00000101059.1	ENSRNOG00000063618
ENSRNOT00000090058.2	ENSRNOG00000054431
ENSRNOT00000021017.8	ENSRNOG00000015221
ENSRNOT00000106820.1	ENSRNOG00000015026
ENSRNOT00000119098.1	ENSRNOG00000015026
ENSRNOT00000116714.1	ENSRNOG00000015026
ENSRNOT00000114540.1	ENSRNOG00000015026
ENSRNOT00000020717.8	ENSRNOG00000015026
ENSRNOT00000091336.2	ENSRNOG00000015026
ENSRNOT00000090186.2	ENSRNOG00000055779
ENSRNOT00000085738.2	ENSRNOG00000055779
ENSRNOT00000089938.2	ENSRNOG00000055779
ENSRNOT00000114237.1	ENSRNOG00000010915
ENSRNOT00000021958.5	ENSRNOG00000010915
ENSRNOT00000114958.1	ENSRNOG00000010915
ENSRNOT00000102329.1	ENSRNOG00000065376
ENSRNOT00000084447.2	ENSRNOG00000002912
ENSRNOT00000078421.3	ENSRNOG00000002912
ENSRNOT00000083125.3	ENSRNOG00000002912
ENSRNOT00000114223.1	ENSRNOG00000006735
ENSRNOT00000100738.1	ENSRNOG00000006735
ENSRNOT00000008898.6	ENSRNOG00000006735
ENSRNOT00000108541.1	ENSRNOG00000064370
ENSRNOT00000080496.2	ENSRNOG00000052485
ENSRNOT00000032152.5	ENSRNOG00000009994
ENSRNOT00000116035.1	ENSRNOG00000067257
ENSRNOT00000096446.1	ENSRNOG00000069349
ENSRNOT00000103352.1	ENSRNOG00000069349
ENSRNOT00000100550.1	ENSRNOG00000069349
ENSRNOT00000109366.1	ENSRNOG00000070400
ENSRNOT00000079508.2	ENSRNOG00000054889
ENSRNOT00000103226.1	ENSRNOG00000054889
ENSRNOT00000120083.1	ENSRNOG00000054889
ENSRNOT00000085843.2	ENSRNOG00000057676
ENSRNOT00000086185.2	ENSRNOG00000057676
ENSRNOT00000077999.2	ENSRNOG00000057676
ENSRNOT00000094960.1	ENSRNOG00000057676
ENSRNOT00000110484.1	ENSRNOG00000009084
ENSRNOT00000068001.2	ENSRNOG00000009084
ENSRNOT00000081563.2	ENSRNOG00000071058
ENSRNOT00000086662.2	ENSRNOG00000058055
ENSRNOT00000006239.8	ENSRNOG00000004628
ENSRNOT00000101306.1	ENSRNOG00000066141
ENSRNOT00000109380.1	ENSRNOG00000066141
ENSRNOT00000049479.3	ENSRNOG00000032306
ENSRNOT00000041407.5	ENSRNOG00000016361
ENSRNOT00000096180.1	ENSRNOG00000034177
ENSRNOT00000096857.1	ENSRNOG00000034177
ENSRNOT00000116684.1	ENSRNOG00000034177
ENSRNOT00000045096.3	ENSRNOG00000034177
ENSRNOT00000097427.1	ENSRNOG00000015713
ENSRNOT00000109964.1	ENSRNOG00000015713
ENSRNOT00000021671.6	ENSRNOG00000015713
ENSRNOT00000099634.1	ENSRNOG00000015713
ENSRNOT00000095670.1	ENSRNOG00000066007
ENSRNOT00000106517.1	ENSRNOG00000062553
ENSRNOT00000095749.1	ENSRNOG00000049127
ENSRNOT00000071330.3	ENSRNOG00000049127
ENSRNOT00000116119.1	ENSRNOG00000049127
ENSRNOT00000114182.1	ENSRNOG00000049127
ENSRNOT00000013375.5	ENSRNOG00000009432
ENSRNOT00000057368.3	ENSRNOG00000037793
ENSRNOT00000099508.1	ENSRNOG00000063805
ENSRNOT00000115635.1	ENSRNOG00000064010
ENSRNOT00000112744.1	ENSRNOG00000064010
ENSRNOT00000104409.1	ENSRNOG00000064010
ENSRNOT00000116808.1	ENSRNOG00000064010
ENSRNOT00000116363.1	ENSRNOG00000066642
ENSRNOT00000084835.2	ENSRNOG00000059688
ENSRNOT00000003060.7	ENSRNOG00000002241
ENSRNOT00000031257.5	ENSRNOG00000032859
ENSRNOT00000098871.1	ENSRNOG00000032859
ENSRNOT00000077286.2	ENSRNOG00000032859
ENSRNOT00000108728.1	ENSRNOG00000032859
ENSRNOT00000095933.1	ENSRNOG00000068825
ENSRNOT00000116785.1	ENSRNOG00000068825
ENSRNOT00000103077.1	ENSRNOG00000062835
ENSRNOT00000066983.3	ENSRNOG00000069935
ENSRNOT00000094068.1	ENSRNOG00000069935
ENSRNOT00000094205.1	ENSRNOG00000069700
ENSRNOT00000090831.2	ENSRNOG00000001055
ENSRNOT00000115532.1	ENSRNOG00000001055
ENSRNOT00000098666.1	ENSRNOG00000001055
ENSRNOT00000001401.8	ENSRNOG00000001055
ENSRNOT00000099078.1	ENSRNOG00000001055
ENSRNOT00000051828.3	ENSRNOG00000032518
ENSRNOT00000040965.2	ENSRNOG00000033973
ENSRNOT00000106608.1	ENSRNOG00000003065
ENSRNOT00000004159.6	ENSRNOG00000003065
ENSRNOT00000095486.1	ENSRNOG00000003065
ENSRNOT00000104888.1	ENSRNOG00000003065
ENSRNOT00000024939.6	ENSRNOG00000018333
ENSRNOT00000103192.1	ENSRNOG00000018333
ENSRNOT00000110520.1	ENSRNOG00000063761
ENSRNOT00000105890.1	ENSRNOG00000016948
ENSRNOT00000022788.6	ENSRNOG00000016948
ENSRNOT00000117455.1	ENSRNOG00000062981
ENSRNOT00000115577.1	ENSRNOG00000062981
ENSRNOT00000094601.1	ENSRNOG00000062981
ENSRNOT00000067664.5	ENSRNOG00000006063
ENSRNOT00000113738.1	ENSRNOG00000006063
ENSRNOT00000095030.1	ENSRNOG00000006063
ENSRNOT00000114898.1	ENSRNOG00000006063
ENSRNOT00000116152.1	ENSRNOG00000067544
ENSRNOT00000108749.1	ENSRNOG00000067128
ENSRNOT00000014125.6	ENSRNOG00000010098
ENSRNOT00000103251.1	ENSRNOG00000068578
ENSRNOT00000106204.1	ENSRNOG00000068578
ENSRNOT00000105802.1	ENSRNOG00000068578
ENSRNOT00000103867.1	ENSRNOG00000008965
ENSRNOT00000011948.5	ENSRNOG00000008965
ENSRNOT00000111217.1	ENSRNOG00000066575
ENSRNOT00000095134.1	ENSRNOG00000066575
ENSRNOT00000118522.1	ENSRNOG00000042482
ENSRNOT00000038964.5	ENSRNOG00000042482
ENSRNOT00000107364.1	ENSRNOG00000053881
ENSRNOT00000111243.1	ENSRNOG00000053881
ENSRNOT00000079383.2	ENSRNOG00000053881
ENSRNOT00000003600.7	ENSRNOG00000002612
ENSRNOT00000119012.1	ENSRNOG00000002612
ENSRNOT00000018423.6	ENSRNOG00000013695
ENSRNOT00000103244.1	ENSRNOG00000067396
ENSRNOT00000111619.1	ENSRNOG00000067396
ENSRNOT00000112904.1	ENSRNOG00000067396
ENSRNOT00000073270.3	ENSRNOG00000007663
ENSRNOT00000104045.1	ENSRNOG00000007663
ENSRNOT00000107590.1	ENSRNOG00000007663
ENSRNOT00000010383.8	ENSRNOG00000007663
ENSRNOT00000082972.2	ENSRNOG00000003728
ENSRNOT00000076700.2	ENSRNOG00000069217
ENSRNOT00000019062.7	ENSRNOG00000014142
ENSRNOT00000085959.2	ENSRNOG00000056654
ENSRNOT00000094365.1	ENSRNOG00000056654
ENSRNOT00000029704.7	ENSRNOG00000012664
ENSRNOT00000092958.2	ENSRNOG00000012664
ENSRNOT00000092827.2	ENSRNOG00000012664
ENSRNOT00000084964.2	ENSRNOG00000022414
ENSRNOT00000067080.3	ENSRNOG00000022414
ENSRNOT00000116773.1	ENSRNOG00000067647
ENSRNOT00000112262.1	ENSRNOG00000067739
ENSRNOT00000006455.4	ENSRNOG00000004875
ENSRNOT00000008673.5	ENSRNOG00000028713
ENSRNOT00000113736.1	ENSRNOG00000070205
ENSRNOT00000115200.1	ENSRNOG00000070205
ENSRNOT00000116469.1	ENSRNOG00000070205
ENSRNOT00000027681.7	ENSRNOG00000020424
ENSRNOT00000119705.1	ENSRNOG00000020424
ENSRNOT00000084398.2	ENSRNOG00000031146
ENSRNOT00000065171.3	ENSRNOG00000031146
ENSRNOT00000043386.5	ENSRNOG00000031146
ENSRNOT00000101477.1	ENSRNOG00000066070
ENSRNOT00000100076.1	ENSRNOG00000037418
ENSRNOT00000056620.5	ENSRNOG00000037418
ENSRNOT00000106876.1	ENSRNOG00000067522
ENSRNOT00000091669.2	ENSRNOG00000017656
ENSRNOT00000036012.6	ENSRNOG00000017656
ENSRNOT00000085349.2	ENSRNOG00000060338
ENSRNOT00000082763.2	ENSRNOG00000060338
ENSRNOT00000070995.4	ENSRNOG00000045941
ENSRNOT00000076485.3	ENSRNOG00000045941
ENSRNOT00000004138.6	ENSRNOG00000003088
ENSRNOT00000108978.1	ENSRNOG00000003088
ENSRNOT00000093998.1	ENSRNOG00000070744
ENSRNOT00000014863.5	ENSRNOG00000029245
ENSRNOT00000038972.5	ENSRNOG00000024093
ENSRNOT00000096609.1	ENSRNOG00000001060
ENSRNOT00000107175.1	ENSRNOG00000001060
ENSRNOT00000116319.1	ENSRNOG00000001060
ENSRNOT00000001402.8	ENSRNOG00000001060
ENSRNOT00000110532.1	ENSRNOG00000064063
ENSRNOT00000118692.1	ENSRNOG00000064063
ENSRNOT00000119468.1	ENSRNOG00000009309
ENSRNOT00000109282.1	ENSRNOG00000009309
ENSRNOT00000094438.1	ENSRNOG00000009309
ENSRNOT00000067204.3	ENSRNOG00000009309
ENSRNOT00000110117.1	ENSRNOG00000009309
ENSRNOT00000117050.1	ENSRNOG00000009309
ENSRNOT00000071608.2	ENSRNOG00000048819
ENSRNOT00000082264.2	ENSRNOG00000032332
ENSRNOT00000095217.1	ENSRNOG00000065622
ENSRNOT00000109107.1	ENSRNOG00000065622
ENSRNOT00000107491.1	ENSRNOG00000046566
ENSRNOT00000096784.1	ENSRNOG00000046566
ENSRNOT00000074636.3	ENSRNOG00000046566
ENSRNOT00000035340.5	ENSRNOG00000028005
ENSRNOT00000083293.2	ENSRNOG00000057623
ENSRNOT00000052183.4	ENSRNOG00000068333
ENSRNOT00000114349.1	ENSRNOG00000066142
ENSRNOT00000108880.1	ENSRNOG00000067340
ENSRNOT00000006070.7	ENSRNOG00000004554
ENSRNOT00000116661.1	ENSRNOG00000004554
ENSRNOT00000100641.1	ENSRNOG00000004554
ENSRNOT00000104628.1	ENSRNOG00000018988
ENSRNOT00000098886.1	ENSRNOG00000018988
ENSRNOT00000065058.4	ENSRNOG00000018988
ENSRNOT00000111711.1	ENSRNOG00000018988
ENSRNOT00000004176.6	ENSRNOG00000003125
ENSRNOT00000095206.1	ENSRNOG00000003125
ENSRNOT00000105353.1	ENSRNOG00000003125
ENSRNOT00000095569.1	ENSRNOG00000065744
ENSRNOT00000055274.4	ENSRNOG00000036830
ENSRNOT00000116212.1	ENSRNOG00000065168
ENSRNOT00000109384.1	ENSRNOG00000065168
ENSRNOT00000078515.2	ENSRNOG00000055361
ENSRNOT00000017202.6	ENSRNOG00000012763
ENSRNOT00000042649.5	ENSRNOG00000009436
ENSRNOT00000120217.1	ENSRNOG00000069027
ENSRNOT00000011378.7	ENSRNOG00000008399
ENSRNOT00000046890.4	ENSRNOG00000032187
ENSRNOT00000106492.1	ENSRNOG00000064637
ENSRNOT00000041493.4	ENSRNOG00000031364
ENSRNOT00000089949.2	ENSRNOG00000052869
ENSRNOT00000083337.2	ENSRNOG00000071199
ENSRNOT00000094422.1	ENSRNOG00000063318
ENSRNOT00000079251.2	ENSRNOG00000059837
ENSRNOT00000103638.1	ENSRNOG00000059837
ENSRNOT00000084293.2	ENSRNOG00000059837
ENSRNOT00000023285.6	ENSRNOG00000017201
ENSRNOT00000111576.1	ENSRNOG00000065941
ENSRNOT00000020137.6	ENSRNOG00000014691
ENSRNOT00000025029.5	ENSRNOG00000018559
ENSRNOT00000087484.2	ENSRNOG00000052983
ENSRNOT00000064283.4	ENSRNOG00000020937
ENSRNOT00000048418.5	ENSRNOG00000020937
ENSRNOT00000105635.1	ENSRNOG00000020937
ENSRNOT00000022632.6	ENSRNOG00000016754
ENSRNOT00000106391.1	ENSRNOG00000016754
ENSRNOT00000103318.1	ENSRNOG00000032436
ENSRNOT00000013852.5	ENSRNOG00000032436
ENSRNOT00000115238.1	ENSRNOG00000066238
ENSRNOT00000084223.2	ENSRNOG00000008242
ENSRNOT00000010881.8	ENSRNOG00000008242
ENSRNOT00000102455.1	ENSRNOG00000008242
ENSRNOT00000079293.2	ENSRNOG00000069223
ENSRNOT00000098588.1	ENSRNOG00000019295
ENSRNOT00000026177.8	ENSRNOG00000019295
ENSRNOT00000096779.1	ENSRNOG00000062529
ENSRNOT00000111145.1	ENSRNOG00000004610
ENSRNOT00000006109.5	ENSRNOG00000004610
ENSRNOT00000099155.1	ENSRNOG00000067765
ENSRNOT00000048613.3	ENSRNOG00000031785
ENSRNOT00000091817.2	ENSRNOG00000031785
ENSRNOT00000088171.2	ENSRNOG00000055594
ENSRNOT00000006641.6	ENSRNOG00000005009
ENSRNOT00000080511.2	ENSRNOG00000056216
ENSRNOT00000103804.1	ENSRNOG00000056216
ENSRNOT00000072802.3	ENSRNOG00000049768
ENSRNOT00000015946.5	ENSRNOG00000011745
ENSRNOT00000118787.1	ENSRNOG00000003076
ENSRNOT00000088619.2	ENSRNOG00000003076
ENSRNOT00000048848.4	ENSRNOG00000003076
ENSRNOT00000093103.2	ENSRNOG00000012634
ENSRNOT00000016875.7	ENSRNOG00000012634
ENSRNOT00000042208.4	ENSRNOG00000031653
ENSRNOT00000114839.1	ENSRNOG00000031653
ENSRNOT00000095212.1	ENSRNOG00000031653
ENSRNOT00000105230.1	ENSRNOG00000067455
ENSRNOT00000079435.2	ENSRNOG00000059435
ENSRNOT00000018234.8	ENSRNOG00000013587
ENSRNOT00000111990.1	ENSRNOG00000013587
ENSRNOT00000030314.6	ENSRNOG00000022614
ENSRNOT00000100892.1	ENSRNOG00000022771
ENSRNOT00000034305.7	ENSRNOG00000022771
ENSRNOT00000098656.1	ENSRNOG00000022771
ENSRNOT00000100189.1	ENSRNOG00000070303
ENSRNOT00000082785.2	ENSRNOG00000059039
ENSRNOT00000002232.6	ENSRNOG00000001634
ENSRNOT00000119291.1	ENSRNOG00000062687
ENSRNOT00000108251.1	ENSRNOG00000062687
ENSRNOT00000052060.4	ENSRNOG00000033186
ENSRNOT00000048151.4	ENSRNOG00000038181
ENSRNOT00000105171.1	ENSRNOG00000064292
ENSRNOT00000116880.1	ENSRNOG00000059245
ENSRNOT00000105193.1	ENSRNOG00000059245
ENSRNOT00000087132.2	ENSRNOG00000059245
ENSRNOT00000025300.4	ENSRNOG00000023172
ENSRNOT00000079837.2	ENSRNOG00000052005
ENSRNOT00000006234.6	ENSRNOG00000004635
ENSRNOT00000022677.6	ENSRNOG00000016886
ENSRNOT00000056608.5	ENSRNOG00000037409
ENSRNOT00000094845.1	ENSRNOG00000037409
ENSRNOT00000081351.2	ENSRNOG00000056562
ENSRNOT00000117721.1	ENSRNOG00000064631
ENSRNOT00000025569.6	ENSRNOG00000018917
ENSRNOT00000093815.1	ENSRNOG00000067731
ENSRNOT00000093024.2	ENSRNOG00000062108
ENSRNOT00000090051.2	ENSRNOG00000015320
ENSRNOT00000020676.7	ENSRNOG00000015320
ENSRNOT00000028220.7	ENSRNOG00000020803
ENSRNOT00000033233.3	ENSRNOG00000023427
ENSRNOT00000029099.6	ENSRNOG00000021435
ENSRNOT00000093858.1	ENSRNOG00000064969
ENSRNOT00000101064.1	ENSRNOG00000068974
ENSRNOT00000005910.5	ENSRNOG00000004284
ENSRNOT00000086305.2	ENSRNOG00000004146
ENSRNOT00000110392.1	ENSRNOG00000000981
ENSRNOT00000064276.4	ENSRNOG00000000981
ENSRNOT00000001299.8	ENSRNOG00000000981
ENSRNOT00000001301.7	ENSRNOG00000000981
ENSRNOT00000091276.2	ENSRNOG00000066210
ENSRNOT00000113589.1	ENSRNOG00000070966
ENSRNOT00000112633.1	ENSRNOG00000013669
ENSRNOT00000018654.8	ENSRNOG00000013669
ENSRNOT00000090707.2	ENSRNOG00000013669
ENSRNOT00000108837.1	ENSRNOG00000065255
ENSRNOT00000044753.5	ENSRNOG00000070494
ENSRNOT00000071817.3	ENSRNOG00000051180
ENSRNOT00000080657.2	ENSRNOG00000055503
ENSRNOT00000080608.2	ENSRNOG00000058522
ENSRNOT00000119004.1	ENSRNOG00000058522
ENSRNOT00000022220.3	ENSRNOG00000016567
ENSRNOT00000119890.1	ENSRNOG00000011339
ENSRNOT00000015495.6	ENSRNOG00000011339
ENSRNOT00000106816.1	ENSRNOG00000053428
ENSRNOT00000107289.1	ENSRNOG00000053428
ENSRNOT00000090970.2	ENSRNOG00000053428
ENSRNOT00000101354.1	ENSRNOG00000053428
ENSRNOT00000085403.2	ENSRNOG00000053428
ENSRNOT00000079921.2	ENSRNOG00000055533
ENSRNOT00000116890.1	ENSRNOG00000070210
ENSRNOT00000120304.1	ENSRNOG00000070210
ENSRNOT00000109420.1	ENSRNOG00000070210
ENSRNOT00000106174.1	ENSRNOG00000070210
ENSRNOT00000091673.2	ENSRNOG00000060576
ENSRNOT00000096254.1	ENSRNOG00000068905
ENSRNOT00000104848.1	ENSRNOG00000065698
ENSRNOT00000072328.3	ENSRNOG00000065698
ENSRNOT00000082987.2	ENSRNOG00000056259
ENSRNOT00000085085.2	ENSRNOG00000053784
ENSRNOT00000037067.7	ENSRNOG00000024557
ENSRNOT00000116903.1	ENSRNOG00000024557
ENSRNOT00000103396.1	ENSRNOG00000024557
ENSRNOT00000094127.1	ENSRNOG00000024557
ENSRNOT00000094758.1	ENSRNOG00000024557
ENSRNOT00000103166.1	ENSRNOG00000024557
ENSRNOT00000104957.1	ENSRNOG00000024557
ENSRNOT00000108519.1	ENSRNOG00000024557
ENSRNOT00000110501.1	ENSRNOG00000024557
ENSRNOT00000116302.1	ENSRNOG00000065763
ENSRNOT00000112549.1	ENSRNOG00000065763
ENSRNOT00000099855.1	ENSRNOG00000068169
ENSRNOT00000088152.2	ENSRNOG00000001633
ENSRNOT00000048417.5	ENSRNOG00000001633
ENSRNOT00000032856.7	ENSRNOG00000021953
ENSRNOT00000113199.1	ENSRNOG00000021953
ENSRNOT00000055027.5	ENSRNOG00000018311
ENSRNOT00000060005.5	ENSRNOG00000023309
ENSRNOT00000095092.1	ENSRNOG00000023309
ENSRNOT00000005490.4	ENSRNOG00000004141
ENSRNOT00000082169.2	ENSRNOG00000069892
ENSRNOT00000046179.6	ENSRNOG00000032765
ENSRNOT00000101974.1	ENSRNOG00000067380
ENSRNOT00000107441.1	ENSRNOG00000005513
ENSRNOT00000007583.8	ENSRNOG00000005513
ENSRNOT00000099296.1	ENSRNOG00000068288
ENSRNOT00000105251.1	ENSRNOG00000040281
ENSRNOT00000106284.1	ENSRNOG00000040281
ENSRNOT00000061995.4	ENSRNOG00000040281
ENSRNOT00000108036.1	ENSRNOG00000069748
ENSRNOT00000115147.1	ENSRNOG00000067089
ENSRNOT00000008471.9	ENSRNOG00000005386
ENSRNOT00000094071.1	ENSRNOG00000064608
ENSRNOT00000090754.2	ENSRNOG00000067497
ENSRNOT00000047012.2	ENSRNOG00000030045
ENSRNOT00000008244.4	ENSRNOG00000006224
ENSRNOT00000086678.2	ENSRNOG00000020194
ENSRNOT00000066346.3	ENSRNOG00000020194
ENSRNOT00000117292.1	ENSRNOG00000042603
ENSRNOT00000058611.3	ENSRNOG00000042603
ENSRNOT00000105460.1	ENSRNOG00000042603
ENSRNOT00000101882.1	ENSRNOG00000042603
ENSRNOT00000109075.1	ENSRNOG00000042603
ENSRNOT00000112437.1	ENSRNOG00000016913
ENSRNOT00000022839.8	ENSRNOG00000016913
ENSRNOT00000095485.1	ENSRNOG00000070157
ENSRNOT00000095303.1	ENSRNOG00000070157
ENSRNOT00000088446.2	ENSRNOG00000063162
ENSRNOT00000114807.1	ENSRNOG00000036829
ENSRNOT00000088956.2	ENSRNOG00000036829
ENSRNOT00000065753.2	ENSRNOG00000036829
ENSRNOT00000099640.1	ENSRNOG00000002255
ENSRNOT00000041844.6	ENSRNOG00000002255
ENSRNOT00000116350.1	ENSRNOG00000002255
ENSRNOT00000087054.2	ENSRNOG00000002255
ENSRNOT00000043230.6	ENSRNOG00000002255
ENSRNOT00000119623.1	ENSRNOG00000064136
ENSRNOT00000016887.6	ENSRNOG00000012178
ENSRNOT00000099416.1	ENSRNOG00000012178
ENSRNOT00000004377.5	ENSRNOG00000003273
ENSRNOT00000107223.1	ENSRNOG00000003273
ENSRNOT00000049720.3	ENSRNOG00000030389
ENSRNOT00000078251.2	ENSRNOG00000052370
ENSRNOT00000120087.1	ENSRNOG00000053814
ENSRNOT00000113011.1	ENSRNOG00000053814
ENSRNOT00000079418.2	ENSRNOG00000053814
ENSRNOT00000092020.2	ENSRNOG00000053814
ENSRNOT00000106756.1	ENSRNOG00000053814
ENSRNOT00000100846.1	ENSRNOG00000053814
ENSRNOT00000087428.2	ENSRNOG00000053814
ENSRNOT00000098832.1	ENSRNOG00000043364
ENSRNOT00000007761.8	ENSRNOG00000043364
ENSRNOT00000042865.6	ENSRNOG00000031643
ENSRNOT00000092906.2	ENSRNOG00000014555
ENSRNOT00000081146.2	ENSRNOG00000014555
ENSRNOT00000112101.1	ENSRNOG00000014555
ENSRNOT00000115602.1	ENSRNOG00000014555
ENSRNOT00000107385.1	ENSRNOG00000014555
ENSRNOT00000112397.1	ENSRNOG00000014555
ENSRNOT00000083902.2	ENSRNOG00000014555
ENSRNOT00000033068.6	ENSRNOG00000014555
ENSRNOT00000092804.2	ENSRNOG00000014555
ENSRNOT00000092868.2	ENSRNOG00000014555
ENSRNOT00000090365.2	ENSRNOG00000009401
ENSRNOT00000012625.7	ENSRNOG00000009401
ENSRNOT00000083527.2	ENSRNOG00000009401
ENSRNOT00000117581.1	ENSRNOG00000004608
ENSRNOT00000006314.6	ENSRNOG00000004608
ENSRNOT00000106238.1	ENSRNOG00000004608
ENSRNOT00000089307.2	ENSRNOG00000052158
ENSRNOT00000102913.1	ENSRNOG00000066086
ENSRNOT00000113777.1	ENSRNOG00000015210
ENSRNOT00000045100.2	ENSRNOG00000015210
ENSRNOT00000088483.2	ENSRNOG00000056280
ENSRNOT00000088640.2	ENSRNOG00000057260
ENSRNOT00000007825.4	ENSRNOG00000005794
ENSRNOT00000028264.8	ENSRNOG00000033653
ENSRNOT00000084266.2	ENSRNOG00000033653
ENSRNOT00000012602.8	ENSRNOG00000009492
ENSRNOT00000110318.1	ENSRNOG00000062997
ENSRNOT00000091018.2	ENSRNOG00000051946
ENSRNOT00000106388.1	ENSRNOG00000064341
ENSRNOT00000107675.1	ENSRNOG00000064341
ENSRNOT00000037494.6	ENSRNOG00000064341
ENSRNOT00000114356.1	ENSRNOG00000064341
ENSRNOT00000095401.1	ENSRNOG00000064341
ENSRNOT00000056255.5	ENSRNOG00000037230
ENSRNOT00000117412.1	ENSRNOG00000019667
ENSRNOT00000088110.2	ENSRNOG00000019667
ENSRNOT00000119505.1	ENSRNOG00000019667
ENSRNOT00000047831.3	ENSRNOG00000019667
ENSRNOT00000091345.2	ENSRNOG00000056719
ENSRNOT00000089872.2	ENSRNOG00000054641
ENSRNOT00000036330.6	ENSRNOG00000025122
ENSRNOT00000098678.1	ENSRNOG00000063103
ENSRNOT00000117018.1	ENSRNOG00000063103
ENSRNOT00000089528.2	ENSRNOG00000057248
ENSRNOT00000056321.3	ENSRNOG00000069381
ENSRNOT00000008913.6	ENSRNOG00000006369
ENSRNOT00000006680.6	ENSRNOG00000004766
ENSRNOT00000095203.1	ENSRNOG00000066071
ENSRNOT00000096115.1	ENSRNOG00000026636
ENSRNOT00000080593.2	ENSRNOG00000063096
ENSRNOT00000074936.4	ENSRNOG00000045574
ENSRNOT00000103903.1	ENSRNOG00000045574
ENSRNOT00000058127.5	ENSRNOG00000038183
ENSRNOT00000096142.1	ENSRNOG00000004904
ENSRNOT00000096767.1	ENSRNOG00000004904
ENSRNOT00000006578.6	ENSRNOG00000004904
ENSRNOT00000081125.2	ENSRNOG00000004904
ENSRNOT00000079482.2	ENSRNOG00000058231
ENSRNOT00000050494.6	ENSRNOG00000019087
ENSRNOT00000080129.2	ENSRNOG00000019087
ENSRNOT00000002917.6	ENSRNOG00000002110
ENSRNOT00000101418.1	ENSRNOG00000064066
ENSRNOT00000051155.4	ENSRNOG00000031479
ENSRNOT00000085448.2	ENSRNOG00000031479
ENSRNOT00000103860.1	ENSRNOG00000031479
ENSRNOT00000086433.2	ENSRNOG00000031479
ENSRNOT00000107099.1	ENSRNOG00000062648
ENSRNOT00000108414.1	ENSRNOG00000062648
ENSRNOT00000047981.4	ENSRNOG00000068635
ENSRNOT00000088562.2	ENSRNOG00000059622
ENSRNOT00000056414.5	ENSRNOG00000023007
ENSRNOT00000098400.1	ENSRNOG00000023007
ENSRNOT00000105700.1	ENSRNOG00000066593
ENSRNOT00000008329.8	ENSRNOG00000006345
ENSRNOT00000003749.5	ENSRNOG00000002768
ENSRNOT00000013753.5	ENSRNOG00000046864
ENSRNOT00000075408.2	ENSRNOG00000048875
ENSRNOT00000117593.1	ENSRNOG00000019810
ENSRNOT00000026860.5	ENSRNOG00000019810
ENSRNOT00000078970.2	ENSRNOG00000057712
ENSRNOT00000077226.2	ENSRNOG00000019369
ENSRNOT00000026231.5	ENSRNOG00000019369
ENSRNOT00000103040.1	ENSRNOG00000019369
ENSRNOT00000114827.1	ENSRNOG00000001806
ENSRNOT00000100999.1	ENSRNOG00000001806
ENSRNOT00000048739.5	ENSRNOG00000001806
ENSRNOT00000001806.8	ENSRNOG00000001336
ENSRNOT00000084128.2	ENSRNOG00000021713
ENSRNOT00000032339.5	ENSRNOG00000021713
ENSRNOT00000048584.2	ENSRNOG00000030679
ENSRNOT00000091426.2	ENSRNOG00000052616
ENSRNOT00000102432.1	ENSRNOG00000069159
ENSRNOT00000109077.1	ENSRNOG00000069159
ENSRNOT00000099967.1	ENSRNOG00000069159
ENSRNOT00000118004.1	ENSRNOG00000069159
ENSRNOT00000100174.1	ENSRNOG00000067764
ENSRNOT00000055272.4	ENSRNOG00000036828
ENSRNOT00000099138.1	ENSRNOG00000036828
